Base,Colors,Sources
¾ÆÅ©ºñ¼ó_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¾ÆÅ©ºñ¼ó_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¾ÆÅ©ºñ¼ó¾ËÆÄÄ«_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¾ÆÅ©ºñ¼ó¾ËÆÄÄ«_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¾î»õ½Å_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¾î¼¼½Å_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¾î¼¼½Å_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¾î¼¼½ÅÅ©·Î½º_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¾î¼¼½ÅÅ©·Î½º_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿©¿ì¸¶¹ý»ç_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿©¿ì¸¶¹ý»ç_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿©¿ì¼¼ÀÌÁö_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿©¿ì¼¼ÀÌÁö_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿©¿ì¼Ò¼­·¯_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿©¿ì¼Ò¼­·¯_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿©¿ì¿ö·Ï_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿©¿ì¿ö·Ï_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿©¿ìÀ§Àúµå_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿©¿ìÀ§Àúµå_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿©¿ìÇÁ·ÎÆä¼­_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿©¿ìÇÁ·ÎÆä¼­_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿©¿ìÇÏÀÌÀ§Àúµå_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿©¿ìÇÏÀÌÀ§Àúµå_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿¬±Ý¼ú»ç_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿¬±Ý¼ú»ç_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿¬±Ý¼ú»ç¸äµÅÁö_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿¬±Ý¼ú»ç¸äµÅÁö_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿ïÇÁ·¹ÀÎÀú_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿ïÇÁ·¹ÀÎÀú_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿ö·Ï_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿ö·Ï_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿ø´õ·¯_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
¿ø´õ·¯_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
À§Àúµå_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
À§Àúµå_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Á¦³×¸¯_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Á¦³×¸¯_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Á¦³×¸¯¸äµÅÁö_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Á¦³×¸¯¸äµÅÁö_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Á¦Ã¶°ø_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Á¦Ã¶°ø_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Á¦Ã¶°ø¸äµÅÁö_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Á¦Ã¶°ø¸äµÅÁö_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Áý½Ã_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Ã¨ÇÇ¿Â_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Ã¨ÇÇ¿Â_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Ã¨ÇÇ¿Â¾ËÆÄÄ«_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Ã¨ÇÇ¿Â¾ËÆÄÄ«_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÃÊº¸ÀÚ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÃÊº¸ÀÚ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÄÌº£·Î½º±æ·ÎÆ¾Å©·Î½º_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÄÌº£·Î½º±æ·ÎÆ¾Å©·Î½º_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÄÌº£·Î½ºµµµÏ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÄÌº£·Î½ºµµµÏ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÄÌº£·Î½º·Î±×_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÄÌº£·Î½º·Î±×_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÄÌº£·Î½º½¦µµ¿ìÃ¼ÀÌ¼­_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÄÌº£·Î½º½¦µµ¿ìÃ¼ÀÌ¼­_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÄÌº£·Î½º½ºÅäÄ¿_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÄÌº£·Î½º½ºÅäÄ¿_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å©¶ó¿î_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å©·ç_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å©·ç_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å©¸®¿¡ÀÌÅÍ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å©¸®¿¡ÀÌÅÍ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å¸Á¶±Ã¼ö_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å¸Á¶±Ã¼ö_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å¸Á¶·¹ÀÎÁ®_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å¸Á¶·¹ÀÎÁ®_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å¸Á¶¹«Èñ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å¸Á¶¹«Èñ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å¸Á¶¹Î½ºÆ®·²_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å¸Á¶¹Ùµå_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å¸Á¶¹Ùµå_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å¸Á¶½º³ªÀÌÆÛ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å¸Á¶½º³ªÀÌÆÛ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å¸Á¶¿ø´õ·¯_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å¸Á¶Å©¶ó¿î_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å¸Á¶ÇåÅÍ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
Å¸Á¶ÇåÅÍ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÅÂ±Ç¼Ò³â_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÅÂ±Ç¼Ò³â_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÅÂ±Ç¼Ò³âÆ÷¸µ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÅÂ±Ç¼Ò³âÆ÷¸µ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÆÈ¶óµò_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÆÈ¶óµò_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÆäÄÚ°Ç³Ê_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÆäÄÚ°Ç³Ê_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÆäÄÚ°Ë»ç_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÆäÄÚ°Ë»ç_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÆäÄÚ·Î³ª_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÆäÄÚ·Î³ª_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÆäÄÚÆÈ¶ó_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÆäÄÚÆÈ¶ó_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÆäÄÚÆÈ¶óµò_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÆäÄÚÆÈ¶óµò_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÆäÄÚÆäÄÚ_±â»ç_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÆäÄÚÆäÄÚ_±â»ç_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÆäÄÚÆäÄÚ_Å©·ç_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÆäÄÚÆäÄÚ_Å©·ç_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇÁ·ÎÆä¼­_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇÁ·ÎÆä¼­_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇÁ¸®½ºÆ®_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇÁ¸®½ºÆ®_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇÁ¸®½ºÆ®¾ËÆÄÄ«_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇÁ¸®½ºÆ®¾ËÆÄÄ«_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇÏÀÌÀ§Àúµå_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇÏÀÌÀ§Àúµå_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇÏÀÌÇÁ¸®½ºÆ®_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇÏÀÌÇÁ¸®½ºÆ®_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇÏÀÌÇÁ¸®½ºÆ®¾ËÆÄÄ«_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇÏÀÌÇÁ¸®½ºÆ®¾ËÆÄÄ«_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇØÅÂ¼ºÁ¦_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇØÅÂ¼ºÁ¦_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇØÅÂ¼Ò¿ï¸®ÆÛ_²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇØÅÂ¼Ò¿ï¸®ÆÛ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇØÅÂ¼Ò¿ï¸®ÆÛ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇåÅÍ_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
ÇåÅÍ_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
È­ÀÌÆ®½º¹Ì½º_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
È­ÀÌÆ®½º¹Ì½º_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
È­ÀÌÆ®½º¹Ì½º¸äµÅÁö_³²,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
È­ÀÌÆ®½º¹Ì½º¸äµÅÁö_¿©,1..20,"170,194,234,257,663,645,666,460,296,393,473,97,36,452,648,216,278,185,182,192"
