Base,MainIndices,Colors
ÄÌº£·Î½º·Î±×_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÄÌº£·Î½º½¦µµ¿ìÃ¼ÀÌ¼­_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÄÌº£·Î½º½¦µµ¿ìÃ¼ÀÌ¼­_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÄÌº£·Î½º½ºÅäÄ¿_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÄÌº£·Î½º½ºÅäÄ¿_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å©¶ó¿î_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å©·ç_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å©·ç_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å©¸®¿¡ÀÌÅÍ_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å©¸®¿¡ÀÌÅÍ_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å¸Á¶±Ã¼ö_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å¸Á¶±Ã¼ö_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å¸Á¶·¹ÀÎÁ®_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å¸Á¶·¹ÀÎÁ®_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å¸Á¶¹«Èñ_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å¸Á¶¹«Èñ_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å¸Á¶¹Î½ºÆ®·²_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å¸Á¶¹Ùµå_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å¸Á¶¹Ùµå_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å¸Á¶½º³ªÀÌÆÛ_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å¸Á¶½º³ªÀÌÆÛ_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å¸Á¶¿ø´õ·¯_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å¸Á¶Å©¶ó¿î_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å¸Á¶ÇåÅÍ_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
Å¸Á¶ÇåÅÍ_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÅÂ±Ç¼Ò³â_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÅÂ±Ç¼Ò³â_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÅÂ±Ç¼Ò³âÆ÷¸µ_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÅÂ±Ç¼Ò³âÆ÷¸µ_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÆÈ¶óµò_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÆÈ¶óµò_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÆäÄÚ°Ç³Ê_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÆäÄÚ°Ç³Ê_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÆäÄÚ°Ë»ç_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÆäÄÚ°Ë»ç_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÆäÄÚ·Î³ª_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÆäÄÚ·Î³ª_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÆäÄÚÆÈ¶ó_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÆäÄÚÆÈ¶ó_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÆäÄÚÆÈ¶óµò_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÆäÄÚÆÈ¶óµò_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÆäÄÚÆäÄÚ_±â»ç_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÆäÄÚÆäÄÚ_±â»ç_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÆäÄÚÆäÄÚ_Å©·ç_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÆäÄÚÆäÄÚ_Å©·ç_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇÁ·ÎÆä¼­_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇÁ·ÎÆä¼­_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇÁ¸®½ºÆ®_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇÁ¸®½ºÆ®_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇÁ¸®½ºÆ®¾ËÆÄÄ«_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇÁ¸®½ºÆ®¾ËÆÄÄ«_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇÏÀÌÀ§Àúµå_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇÏÀÌÀ§Àúµå_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇÏÀÌÇÁ¸®½ºÆ®_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇÏÀÌÇÁ¸®½ºÆ®_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇÏÀÌÇÁ¸®½ºÆ®¾ËÆÄÄ«_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇÏÀÌÇÁ¸®½ºÆ®¾ËÆÄÄ«_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇØÅÂ¼ºÁ¦_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇØÅÂ¼ºÁ¦_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇØÅÂ¼Ò¿ï¸®ÆÛ_²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇØÅÂ¼Ò¿ï¸®ÆÛ_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇØÅÂ¼Ò¿ï¸®ÆÛ_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇåÅÍ_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ÇåÅÍ_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
È­ÀÌÆ®½º¹Ì½º_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
È­ÀÌÆ®½º¹Ì½º_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
È­ÀÌÆ®½º¹Ì½º¸äµÅÁö_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
È­ÀÌÆ®½º¹Ì½º¸äµÅÁö_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
