"Base","Style","From","R","G","B","ShiftR","ShiftG","ShiftB"
"soul_ascetic_riding_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"soul_ascetic_riding_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"soul_ascetic_riding_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"soul_ascetic_riding_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"soul_ascetic_riding_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"soul_ascetic_riding_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"soul_ascetic_riding_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"soul_ascetic_riding_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"soul_ascetic_riding_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"soul_ascetic_riding_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"soul_ascetic_riding_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"soul_ascetic_riding_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"soul_ascetic_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"soul_ascetic_³²","11","9","0,82","1,02","1,2","-18","0","24"
"soul_ascetic_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"soul_ascetic_³²","13","9","1,2","0,92","1,15","22","-4","18"
"soul_ascetic_³²","14","9","0,82","1,15","1,16","-20","18","20"
"soul_ascetic_³²","15","9","1,18","1,06","0,72","22","12","-28"
"soul_ascetic_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"soul_ascetic_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"soul_ascetic_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"soul_ascetic_³²","19","1","1,18","0,82","1,02","26","-16","8"
"soul_ascetic_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"soul_ascetic_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"soul_ascetic_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"soul_ascetic_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"soul_ascetic_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"soul_ascetic_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"soul_ascetic_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"soul_ascetic_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"soul_ascetic_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"soul_ascetic_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"soul_ascetic_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"soul_ascetic_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"soul_linker_female","10","9","1,15","0,85","0,8","18","-8","-14"
"soul_linker_female","11","9","0,82","1,02","1,2","-18","0","24"
"soul_linker_female","12","9","0,78","1,18","0,82","-20","22","-18"
"soul_linker_female","13","9","1,2","0,92","1,15","22","-4","18"
"soul_linker_female","14","9","0,82","1,15","1,16","-20","18","20"
"soul_linker_female","15","9","1,18","1,06","0,72","22","12","-28"
"soul_linker_female","16","6","1,2","0,76","0,72","28","-18","-22"
"soul_linker_female","17","6","0,72","0,96","1,22","-28","-2","30"
"soul_linker_female","18","1","0,78","0,88","1,18","-24","-10","28"
"soul_linker_female","19","1","1,18","0,82","1,02","26","-16","8"
"soul_linker_female","20","1","0,74","1,12","0,92","-26","18","-8"
"soul_linker_male","10","9","1,15","0,85","0,8","18","-8","-14"
"soul_linker_male","11","9","0,82","1,02","1,2","-18","0","24"
"soul_linker_male","12","9","0,78","1,18","0,82","-20","22","-18"
"soul_linker_male","13","9","1,2","0,92","1,15","22","-4","18"
"soul_linker_male","14","9","0,82","1,15","1,16","-20","18","20"
"soul_linker_male","15","9","1,18","1,06","0,72","22","12","-28"
"soul_linker_male","16","6","1,2","0,76","0,72","28","-18","-22"
"soul_linker_male","17","6","0,72","0,96","1,22","-28","-2","30"
"soul_linker_male","18","1","0,78","0,88","1,18","-24","-10","28"
"soul_linker_male","19","1","1,18","0,82","1,02","26","-16","8"
"soul_linker_male","20","1","0,74","1,12","0,92","-26","18","-8"
"stalker_female","10","9","1,15","0,85","0,8","18","-8","-14"
"stalker_female","11","9","0,82","1,02","1,2","-18","0","24"
"stalker_female","12","9","0,78","1,18","0,82","-20","22","-18"
"stalker_female","13","9","1,2","0,92","1,15","22","-4","18"
"stalker_female","14","9","0,82","1,15","1,16","-20","18","20"
"stalker_female","15","9","1,18","1,06","0,72","22","12","-28"
"stalker_female","16","6","1,2","0,76","0,72","28","-18","-22"
"stalker_female","17","6","0,72","0,96","1,22","-28","-2","30"
"stalker_female","18","1","0,78","0,88","1,18","-24","-10","28"
"stalker_female","19","1","1,18","0,82","1,02","26","-16","8"
"stalker_female","20","1","0,74","1,12","0,92","-26","18","-8"
"stalker_male","10","9","1,15","0,85","0,8","18","-8","-14"
"stalker_male","11","9","0,82","1,02","1,2","-18","0","24"
"stalker_male","12","9","0,78","1,18","0,82","-20","22","-18"
"stalker_male","13","9","1,2","0,92","1,15","22","-4","18"
"stalker_male","14","9","0,82","1,15","1,16","-20","18","20"
"stalker_male","15","9","1,18","1,06","0,72","22","12","-28"
"stalker_male","16","6","1,2","0,76","0,72","28","-18","-22"
"stalker_male","17","6","0,72","0,96","1,22","-28","-2","30"
"stalker_male","18","1","0,78","0,88","1,18","-24","-10","28"
"stalker_male","19","1","1,18","0,82","1,02","26","-16","8"
"stalker_male","20","1","0,74","1,12","0,92","-26","18","-8"
"summoner_female","10","9","1,15","0,85","0,8","18","-8","-14"
"summoner_female","11","9","0,82","1,02","1,2","-18","0","24"
"summoner_female","12","9","0,78","1,18","0,82","-20","22","-18"
"summoner_female","13","9","1,2","0,92","1,15","22","-4","18"
"summoner_female","14","9","0,82","1,15","1,16","-20","18","20"
"summoner_female","15","9","1,18","1,06","0,72","22","12","-28"
"summoner_female","16","6","1,2","0,76","0,72","28","-18","-22"
"summoner_female","17","6","0,72","0,96","1,22","-28","-2","30"
"summoner_female","18","1","0,78","0,88","1,18","-24","-10","28"
"summoner_female","19","1","1,18","0,82","1,02","26","-16","8"
"summoner_female","20","1","0,74","1,12","0,92","-26","18","-8"
"summoner_female_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"summoner_female_riding","11","9","0,82","1,02","1,2","-18","0","24"
"summoner_female_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"summoner_female_riding","13","9","1,2","0,92","1,15","22","-4","18"
"summoner_female_riding","14","9","0,82","1,15","1,16","-20","18","20"
"summoner_female_riding","15","9","1,18","1,06","0,72","22","12","-28"
"summoner_female_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"summoner_female_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"summoner_female_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"summoner_female_riding","19","1","1,18","0,82","1,02","26","-16","8"
"summoner_female_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"summoner_male","10","9","1,15","0,85","0,8","18","-8","-14"
"summoner_male","11","9","0,82","1,02","1,2","-18","0","24"
"summoner_male","12","9","0,78","1,18","0,82","-20","22","-18"
"summoner_male","13","9","1,2","0,92","1,15","22","-4","18"
"summoner_male","14","9","0,82","1,15","1,16","-20","18","20"
"summoner_male","15","9","1,18","1,06","0,72","22","12","-28"
"summoner_male","16","6","1,2","0,76","0,72","28","-18","-22"
"summoner_male","17","6","0,72","0,96","1,22","-28","-2","30"
"summoner_male","18","1","0,78","0,88","1,18","-24","-10","28"
"summoner_male","19","1","1,18","0,82","1,02","26","-16","8"
"summoner_male","20","1","0,74","1,12","0,92","-26","18","-8"
"summoner_male_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"summoner_male_riding","11","9","0,82","1,02","1,2","-18","0","24"
"summoner_male_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"summoner_male_riding","13","9","1,2","0,92","1,15","22","-4","18"
"summoner_male_riding","14","9","0,82","1,15","1,16","-20","18","20"
"summoner_male_riding","15","9","1,18","1,06","0,72","22","12","-28"
"summoner_male_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"summoner_male_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"summoner_male_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"summoner_male_riding","19","1","1,18","0,82","1,02","26","-16","8"
"summoner_male_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"summoner_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"summoner_³²","11","9","0,82","1,02","1,2","-18","0","24"
"summoner_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"summoner_³²","13","9","1,2","0,92","1,15","22","-4","18"
"summoner_³²","14","9","0,82","1,15","1,16","-20","18","20"
"summoner_³²","15","9","1,18","1,06","0,72","22","12","-28"
"summoner_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"summoner_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"summoner_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"summoner_³²","19","1","1,18","0,82","1,02","26","-16","8"
"summoner_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"summoner_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"summoner_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"summoner_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"summoner_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"summoner_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"summoner_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"summoner_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"summoner_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"summoner_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"summoner_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"summoner_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"super_novice_female","10","9","1,15","0,85","0,8","18","-8","-14"
"super_novice_female","11","9","0,82","1,02","1,2","-18","0","24"
"super_novice_female","12","9","0,78","1,18","0,82","-20","22","-18"
"super_novice_female","13","9","1,2","0,92","1,15","22","-4","18"
"super_novice_female","14","9","0,82","1,15","1,16","-20","18","20"
"super_novice_female","15","9","1,18","1,06","0,72","22","12","-28"
"super_novice_female","16","6","1,2","0,76","0,72","28","-18","-22"
"super_novice_female","17","6","0,72","0,96","1,22","-28","-2","30"
"super_novice_female","18","1","0,78","0,88","1,18","-24","-10","28"
"super_novice_female","19","1","1,18","0,82","1,02","26","-16","8"
"super_novice_female","20","1","0,74","1,12","0,92","-26","18","-8"
"super_novice_female_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"super_novice_female_riding","11","9","0,82","1,02","1,2","-18","0","24"
"super_novice_female_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"super_novice_female_riding","13","9","1,2","0,92","1,15","22","-4","18"
"super_novice_female_riding","14","9","0,82","1,15","1,16","-20","18","20"
"super_novice_female_riding","15","9","1,18","1,06","0,72","22","12","-28"
"super_novice_female_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"super_novice_female_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"super_novice_female_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"super_novice_female_riding","19","1","1,18","0,82","1,02","26","-16","8"
"super_novice_female_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"super_novice_male","10","9","1,15","0,85","0,8","18","-8","-14"
"super_novice_male","11","9","0,82","1,02","1,2","-18","0","24"
"super_novice_male","12","9","0,78","1,18","0,82","-20","22","-18"
"super_novice_male","13","9","1,2","0,92","1,15","22","-4","18"
"super_novice_male","14","9","0,82","1,15","1,16","-20","18","20"
"super_novice_male","15","9","1,18","1,06","0,72","22","12","-28"
"super_novice_male","16","6","1,2","0,76","0,72","28","-18","-22"
"super_novice_male","17","6","0,72","0,96","1,22","-28","-2","30"
"super_novice_male","18","1","0,78","0,88","1,18","-24","-10","28"
"super_novice_male","19","1","1,18","0,82","1,02","26","-16","8"
"super_novice_male","20","1","0,74","1,12","0,92","-26","18","-8"
"super_novice_male_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"super_novice_male_riding","11","9","0,82","1,02","1,2","-18","0","24"
"super_novice_male_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"super_novice_male_riding","13","9","1,2","0,92","1,15","22","-4","18"
"super_novice_male_riding","14","9","0,82","1,15","1,16","-20","18","20"
"super_novice_male_riding","15","9","1,18","1,06","0,72","22","12","-28"
"super_novice_male_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"super_novice_male_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"super_novice_male_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"super_novice_male_riding","19","1","1,18","0,82","1,02","26","-16","8"
"super_novice_male_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"sura_female","10","9","1,15","0,85","0,8","18","-8","-14"
"sura_female","11","9","0,82","1,02","1,2","-18","0","24"
"sura_female","12","9","0,78","1,18","0,82","-20","22","-18"
"sura_female","13","9","1,2","0,92","1,15","22","-4","18"
"sura_female","14","9","0,82","1,15","1,16","-20","18","20"
"sura_female","15","9","1,18","1,06","0,72","22","12","-28"
"sura_female","16","6","1,2","0,76","0,72","28","-18","-22"
"sura_female","17","6","0,72","0,96","1,22","-28","-2","30"
"sura_female","18","1","0,78","0,88","1,18","-24","-10","28"
"sura_female","19","1","1,18","0,82","1,02","26","-16","8"
"sura_female","20","1","0,74","1,12","0,92","-26","18","-8"
"sura_female_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"sura_female_riding","11","9","0,82","1,02","1,2","-18","0","24"
"sura_female_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"sura_female_riding","13","9","1,2","0,92","1,15","22","-4","18"
"sura_female_riding","14","9","0,82","1,15","1,16","-20","18","20"
"sura_female_riding","15","9","1,18","1,06","0,72","22","12","-28"
"sura_female_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"sura_female_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"sura_female_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"sura_female_riding","19","1","1,18","0,82","1,02","26","-16","8"
"sura_female_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"sura_male","10","9","1,15","0,85","0,8","18","-8","-14"
"sura_male","11","9","0,82","1,02","1,2","-18","0","24"
"sura_male","12","9","0,78","1,18","0,82","-20","22","-18"
"sura_male","13","9","1,2","0,92","1,15","22","-4","18"
"sura_male","14","9","0,82","1,15","1,16","-20","18","20"
"sura_male","15","9","1,18","1,06","0,72","22","12","-28"
"sura_male","16","6","1,2","0,76","0,72","28","-18","-22"
"sura_male","17","6","0,72","0,96","1,22","-28","-2","30"
"sura_male","18","1","0,78","0,88","1,18","-24","-10","28"
"sura_male","19","1","1,18","0,82","1,02","26","-16","8"
"sura_male","20","1","0,74","1,12","0,92","-26","18","-8"
"sura_male_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"sura_male_riding","11","9","0,82","1,02","1,2","-18","0","24"
"sura_male_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"sura_male_riding","13","9","1,2","0,92","1,15","22","-4","18"
"sura_male_riding","14","9","0,82","1,15","1,16","-20","18","20"
"sura_male_riding","15","9","1,18","1,06","0,72","22","12","-28"
"sura_male_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"sura_male_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"sura_male_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"sura_male_riding","19","1","1,18","0,82","1,02","26","-16","8"
"sura_male_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"swordman_female","10","9","1,15","0,85","0,8","18","-8","-14"
"swordman_female","11","9","0,82","1,02","1,2","-18","0","24"
"swordman_female","12","9","0,78","1,18","0,82","-20","22","-18"
"swordman_female","13","9","1,2","0,92","1,15","22","-4","18"
"swordman_female","14","9","0,82","1,15","1,16","-20","18","20"
"swordman_female","15","9","1,18","1,06","0,72","22","12","-28"
"swordman_female","16","6","1,2","0,76","0,72","28","-18","-22"
"swordman_female","17","6","0,72","0,96","1,22","-28","-2","30"
"swordman_female","18","1","0,78","0,88","1,18","-24","-10","28"
"swordman_female","19","1","1,18","0,82","1,02","26","-16","8"
"swordman_female","20","1","0,74","1,12","0,92","-26","18","-8"
"swordman_male","10","9","1,15","0,85","0,8","18","-8","-14"
"swordman_male","11","9","0,82","1,02","1,2","-18","0","24"
"swordman_male","12","9","0,78","1,18","0,82","-20","22","-18"
"swordman_male","13","9","1,2","0,92","1,15","22","-4","18"
"swordman_male","14","9","0,82","1,15","1,16","-20","18","20"
"swordman_male","15","9","1,18","1,06","0,72","22","12","-28"
"swordman_male","16","6","1,2","0,76","0,72","28","-18","-22"
"swordman_male","17","6","0,72","0,96","1,22","-28","-2","30"
"swordman_male","18","1","0,78","0,88","1,18","-24","-10","28"
"swordman_male","19","1","1,18","0,82","1,02","26","-16","8"
"swordman_male","20","1","0,74","1,12","0,92","-26","18","-8"
"taekwon_female","10","9","1,15","0,85","0,8","18","-8","-14"
"taekwon_female","11","9","0,82","1,02","1,2","-18","0","24"
"taekwon_female","12","9","0,78","1,18","0,82","-20","22","-18"
"taekwon_female","13","9","1,2","0,92","1,15","22","-4","18"
"taekwon_female","14","9","0,82","1,15","1,16","-20","18","20"
"taekwon_female","15","9","1,18","1,06","0,72","22","12","-28"
"taekwon_female","16","6","1,2","0,76","0,72","28","-18","-22"
"taekwon_female","17","6","0,72","0,96","1,22","-28","-2","30"
"taekwon_female","18","1","0,78","0,88","1,18","-24","-10","28"
"taekwon_female","19","1","1,18","0,82","1,02","26","-16","8"
"taekwon_female","20","1","0,74","1,12","0,92","-26","18","-8"
"taekwon_female_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"taekwon_female_riding","11","9","0,82","1,02","1,2","-18","0","24"
"taekwon_female_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"taekwon_female_riding","13","9","1,2","0,92","1,15","22","-4","18"
"taekwon_female_riding","14","9","0,82","1,15","1,16","-20","18","20"
"taekwon_female_riding","15","9","1,18","1,06","0,72","22","12","-28"
"taekwon_female_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"taekwon_female_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"taekwon_female_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"taekwon_female_riding","19","1","1,18","0,82","1,02","26","-16","8"
"taekwon_female_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"taekwon_male","10","9","1,15","0,85","0,8","18","-8","-14"
"taekwon_male","11","9","0,82","1,02","1,2","-18","0","24"
"taekwon_male","12","9","0,78","1,18","0,82","-20","22","-18"
"taekwon_male","13","9","1,2","0,92","1,15","22","-4","18"
"taekwon_male","14","9","0,82","1,15","1,16","-20","18","20"
"taekwon_male","15","9","1,18","1,06","0,72","22","12","-28"
"taekwon_male","16","6","1,2","0,76","0,72","28","-18","-22"
"taekwon_male","17","6","0,72","0,96","1,22","-28","-2","30"
"taekwon_male","18","1","0,78","0,88","1,18","-24","-10","28"
"taekwon_male","19","1","1,18","0,82","1,02","26","-16","8"
"taekwon_male","20","1","0,74","1,12","0,92","-26","18","-8"
"taekwon_male_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"taekwon_male_riding","11","9","0,82","1,02","1,2","-18","0","24"
"taekwon_male_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"taekwon_male_riding","13","9","1,2","0,92","1,15","22","-4","18"
"taekwon_male_riding","14","9","0,82","1,15","1,16","-20","18","20"
"taekwon_male_riding","15","9","1,18","1,06","0,72","22","12","-28"
"taekwon_male_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"taekwon_male_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"taekwon_male_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"taekwon_male_riding","19","1","1,18","0,82","1,02","26","-16","8"
"taekwon_male_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"thief_female","10","9","1,15","0,85","0,8","18","-8","-14"
"thief_female","11","9","0,82","1,02","1,2","-18","0","24"
"thief_female","12","9","0,78","1,18","0,82","-20","22","-18"
"thief_female","13","9","1,2","0,92","1,15","22","-4","18"
"thief_female","14","9","0,82","1,15","1,16","-20","18","20"
"thief_female","15","9","1,18","1,06","0,72","22","12","-28"
"thief_female","16","6","1,2","0,76","0,72","28","-18","-22"
"thief_female","17","6","0,72","0,96","1,22","-28","-2","30"
"thief_female","18","1","0,78","0,88","1,18","-24","-10","28"
"thief_female","19","1","1,18","0,82","1,02","26","-16","8"
"thief_female","20","1","0,74","1,12","0,92","-26","18","-8"
"thief_male","10","9","1,15","0,85","0,8","18","-8","-14"
"thief_male","11","9","0,82","1,02","1,2","-18","0","24"
"thief_male","12","9","0,78","1,18","0,82","-20","22","-18"
"thief_male","13","9","1,2","0,92","1,15","22","-4","18"
"thief_male","14","9","0,82","1,15","1,16","-20","18","20"
"thief_male","15","9","1,18","1,06","0,72","22","12","-28"
"thief_male","16","6","1,2","0,76","0,72","28","-18","-22"
"thief_male","17","6","0,72","0,96","1,22","-28","-2","30"
"thief_male","18","1","0,78","0,88","1,18","-24","-10","28"
"thief_male","19","1","1,18","0,82","1,02","26","-16","8"
"thief_male","20","1","0,74","1,12","0,92","-26","18","-8"
"trans_high_wizard_female","10","9","1,15","0,85","0,8","18","-8","-14"
"trans_high_wizard_female","11","9","0,82","1,02","1,2","-18","0","24"
"trans_high_wizard_female","12","9","0,78","1,18","0,82","-20","22","-18"
"trans_high_wizard_female","13","9","1,2","0,92","1,15","22","-4","18"
"trans_high_wizard_female","14","9","0,82","1,15","1,16","-20","18","20"
"trans_high_wizard_female","15","9","1,18","1,06","0,72","22","12","-28"
"trans_high_wizard_female","16","6","1,2","0,76","0,72","28","-18","-22"
"trans_high_wizard_female","17","6","0,72","0,96","1,22","-28","-2","30"
"trans_high_wizard_female","18","1","0,78","0,88","1,18","-24","-10","28"
"trans_high_wizard_female","19","1","1,18","0,82","1,02","26","-16","8"
"trans_high_wizard_female","20","1","0,74","1,12","0,92","-26","18","-8"
"trans_high_wizard_male","10","9","1,15","0,85","0,8","18","-8","-14"
"trans_high_wizard_male","11","9","0,82","1,02","1,2","-18","0","24"
"trans_high_wizard_male","12","9","0,78","1,18","0,82","-20","22","-18"
"trans_high_wizard_male","13","9","1,2","0,92","1,15","22","-4","18"
"trans_high_wizard_male","14","9","0,82","1,15","1,16","-20","18","20"
"trans_high_wizard_male","15","9","1,18","1,06","0,72","22","12","-28"
"trans_high_wizard_male","16","6","1,2","0,76","0,72","28","-18","-22"
"trans_high_wizard_male","17","6","0,72","0,96","1,22","-28","-2","30"
"trans_high_wizard_male","18","1","0,78","0,88","1,18","-24","-10","28"
"trans_high_wizard_male","19","1","1,18","0,82","1,02","26","-16","8"
"trans_high_wizard_male","20","1","0,74","1,12","0,92","-26","18","-8"
"trans_magician_female","10","9","1,15","0,85","0,8","18","-8","-14"
"trans_magician_female","11","9","0,82","1,02","1,2","-18","0","24"
"trans_magician_female","12","9","0,78","1,18","0,82","-20","22","-18"
"trans_magician_female","13","9","1,2","0,92","1,15","22","-4","18"
"trans_magician_female","14","9","0,82","1,15","1,16","-20","18","20"
"trans_magician_female","15","9","1,18","1,06","0,72","22","12","-28"
"trans_magician_female","16","6","1,2","0,76","0,72","28","-18","-22"
"trans_magician_female","17","6","0,72","0,96","1,22","-28","-2","30"
"trans_magician_female","18","1","0,78","0,88","1,18","-24","-10","28"
"trans_magician_female","19","1","1,18","0,82","1,02","26","-16","8"
"trans_magician_female","20","1","0,74","1,12","0,92","-26","18","-8"
"trans_magician_male","10","9","1,15","0,85","0,8","18","-8","-14"
"trans_magician_male","11","9","0,82","1,02","1,2","-18","0","24"
"trans_magician_male","12","9","0,78","1,18","0,82","-20","22","-18"
"trans_magician_male","13","9","1,2","0,92","1,15","22","-4","18"
"trans_magician_male","14","9","0,82","1,15","1,16","-20","18","20"
"trans_magician_male","15","9","1,18","1,06","0,72","22","12","-28"
"trans_magician_male","16","6","1,2","0,76","0,72","28","-18","-22"
"trans_magician_male","17","6","0,72","0,96","1,22","-28","-2","30"
"trans_magician_male","18","1","0,78","0,88","1,18","-24","-10","28"
"trans_magician_male","19","1","1,18","0,82","1,02","26","-16","8"
"trans_magician_male","20","1","0,74","1,12","0,92","-26","18","-8"
"trans_professor_female","10","9","1,15","0,85","0,8","18","-8","-14"
"trans_professor_female","11","9","0,82","1,02","1,2","-18","0","24"
"trans_professor_female","12","9","0,78","1,18","0,82","-20","22","-18"
"trans_professor_female","13","9","1,2","0,92","1,15","22","-4","18"
"trans_professor_female","14","9","0,82","1,15","1,16","-20","18","20"
"trans_professor_female","15","9","1,18","1,06","0,72","22","12","-28"
"trans_professor_female","16","6","1,2","0,76","0,72","28","-18","-22"
"trans_professor_female","17","6","0,72","0,96","1,22","-28","-2","30"
"trans_professor_female","18","1","0,78","0,88","1,18","-24","-10","28"
"trans_professor_female","19","1","1,18","0,82","1,02","26","-16","8"
"trans_professor_female","20","1","0,74","1,12","0,92","-26","18","-8"
"trans_professor_male","10","9","1,15","0,85","0,8","18","-8","-14"
"trans_professor_male","11","9","0,82","1,02","1,2","-18","0","24"
"trans_professor_male","12","9","0,78","1,18","0,82","-20","22","-18"
"trans_professor_male","13","9","1,2","0,92","1,15","22","-4","18"
"trans_professor_male","14","9","0,82","1,15","1,16","-20","18","20"
"trans_professor_male","15","9","1,18","1,06","0,72","22","12","-28"
"trans_professor_male","16","6","1,2","0,76","0,72","28","-18","-22"
"trans_professor_male","17","6","0,72","0,96","1,22","-28","-2","30"
"trans_professor_male","18","1","0,78","0,88","1,18","-24","-10","28"
"trans_professor_male","19","1","1,18","0,82","1,02","26","-16","8"
"trans_professor_male","20","1","0,74","1,12","0,92","-26","18","-8"
"trans_sage_female","10","9","1,15","0,85","0,8","18","-8","-14"
"trans_sage_female","11","9","0,82","1,02","1,2","-18","0","24"
"trans_sage_female","12","9","0,78","1,18","0,82","-20","22","-18"
"trans_sage_female","13","9","1,2","0,92","1,15","22","-4","18"
"trans_sage_female","14","9","0,82","1,15","1,16","-20","18","20"
"trans_sage_female","15","9","1,18","1,06","0,72","22","12","-28"
"trans_sage_female","16","6","1,2","0,76","0,72","28","-18","-22"
"trans_sage_female","17","6","0,72","0,96","1,22","-28","-2","30"
"trans_sage_female","18","1","0,78","0,88","1,18","-24","-10","28"
"trans_sage_female","19","1","1,18","0,82","1,02","26","-16","8"
"trans_sage_female","20","1","0,74","1,12","0,92","-26","18","-8"
"trans_sage_male","10","9","1,15","0,85","0,8","18","-8","-14"
"trans_sage_male","11","9","0,82","1,02","1,2","-18","0","24"
"trans_sage_male","12","9","0,78","1,18","0,82","-20","22","-18"
"trans_sage_male","13","9","1,2","0,92","1,15","22","-4","18"
"trans_sage_male","14","9","0,82","1,15","1,16","-20","18","20"
"trans_sage_male","15","9","1,18","1,06","0,72","22","12","-28"
"trans_sage_male","16","6","1,2","0,76","0,72","28","-18","-22"
"trans_sage_male","17","6","0,72","0,96","1,22","-28","-2","30"
"trans_sage_male","18","1","0,78","0,88","1,18","-24","-10","28"
"trans_sage_male","19","1","1,18","0,82","1,02","26","-16","8"
"trans_sage_male","20","1","0,74","1,12","0,92","-26","18","-8"
"trans_sorcerer_female","10","9","1,15","0,85","0,8","18","-8","-14"
"trans_sorcerer_female","11","9","0,82","1,02","1,2","-18","0","24"
"trans_sorcerer_female","12","9","0,78","1,18","0,82","-20","22","-18"
"trans_sorcerer_female","13","9","1,2","0,92","1,15","22","-4","18"
"trans_sorcerer_female","14","9","0,82","1,15","1,16","-20","18","20"
"trans_sorcerer_female","15","9","1,18","1,06","0,72","22","12","-28"
"trans_sorcerer_female","16","6","1,2","0,76","0,72","28","-18","-22"
