"Base","Missing","SourceNumber","Source","Created"
"»çÀÚ·Î¾â°¡µå_¿©","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Î¾â°¡µå_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚ·Î¾â°¡µå_¿©_8.pal"
"»çÀÚÅ©·ç¼¼ÀÌ´õ_³²","5","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÅ©·ç¼¼ÀÌ´õ_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÅ©·ç¼¼ÀÌ´õ_³²_5.pal"
"»çÀÚÅ©·ç¼¼ÀÌ´õ_³²","6","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÅ©·ç¼¼ÀÌ´õ_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÅ©·ç¼¼ÀÌ´õ_³²_6.pal"
"»çÀÚÅ©·ç¼¼ÀÌ´õ_³²","7","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÅ©·ç¼¼ÀÌ´õ_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÅ©·ç¼¼ÀÌ´õ_³²_7.pal"
"»çÀÚÅ©·ç¼¼ÀÌ´õ_³²","8","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÅ©·ç¼¼ÀÌ´õ_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÅ©·ç¼¼ÀÌ´õ_³²_8.pal"
"»çÀÚÅ©·ç¼¼ÀÌ´õ_¿©","4","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÅ©·ç¼¼ÀÌ´õ_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÅ©·ç¼¼ÀÌ´õ_¿©_4.pal"
"»çÀÚÅ©·ç¼¼ÀÌ´õ_¿©","5","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÅ©·ç¼¼ÀÌ´õ_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÅ©·ç¼¼ÀÌ´õ_¿©_5.pal"
"»çÀÚÅ©·ç¼¼ÀÌ´õ_¿©","6","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÅ©·ç¼¼ÀÌ´õ_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÅ©·ç¼¼ÀÌ´õ_¿©_6.pal"
"»çÀÚÅ©·ç¼¼ÀÌ´õ_¿©","7","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÅ©·ç¼¼ÀÌ´õ_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÅ©·ç¼¼ÀÌ´õ_¿©_7.pal"
"»çÀÚÅ©·ç¼¼ÀÌ´õ_¿©","8","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÅ©·ç¼¼ÀÌ´õ_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÅ©·ç¼¼ÀÌ´õ_¿©_8.pal"
"»çÀÚÆÈ¶óµò_³²","4","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_³²_4.pal"
"»çÀÚÆÈ¶óµò_³²","5","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_³²_5.pal"
"»çÀÚÆÈ¶óµò_³²","6","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_³²_6.pal"
"»çÀÚÆÈ¶óµò_³²","7","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_³²_7.pal"
"»çÀÚÆÈ¶óµò_³²","8","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_³²_8.pal"
"»çÀÚÆÈ¶óµò_¿©","4","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_¿©_4.pal"
"»çÀÚÆÈ¶óµò_¿©","5","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_¿©_5.pal"
"»çÀÚÆÈ¶óµò_¿©","6","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_¿©_6.pal"
"»çÀÚÆÈ¶óµò_¿©","7","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_¿©_7.pal"
"»çÀÚÆÈ¶óµò_¿©","8","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»çÀÚÆÈ¶óµò_¿©_8.pal"
"»óÀÎ¸äµÅÁö_³²","5","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»óÀÎ¸äµÅÁö_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»óÀÎ¸äµÅÁö_³²_5.pal"
"»óÀÎ¸äµÅÁö_³²","6","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»óÀÎ¸äµÅÁö_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»óÀÎ¸äµÅÁö_³²_6.pal"
"»óÀÎ¸äµÅÁö_³²","7","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»óÀÎ¸äµÅÁö_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»óÀÎ¸äµÅÁö_³²_7.pal"
"»óÀÎ¸äµÅÁö_³²","8","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»óÀÎ¸äµÅÁö_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»óÀÎ¸äµÅÁö_³²_8.pal"
"»óÀÎ¸äµÅÁö_¿©","5","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»óÀÎ¸äµÅÁö_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»óÀÎ¸äµÅÁö_¿©_5.pal"
"»óÀÎ¸äµÅÁö_¿©","6","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»óÀÎ¸äµÅÁö_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»óÀÎ¸äµÅÁö_¿©_6.pal"
"»óÀÎ¸äµÅÁö_¿©","7","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»óÀÎ¸äµÅÁö_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»óÀÎ¸äµÅÁö_¿©_7.pal"
"»óÀÎ¸äµÅÁö_¿©","8","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»óÀÎ¸äµÅÁö_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\»óÀÎ¸äµÅÁö_¿©_8.pal"
"¼ºÁ¦_³²_Å»°Í","4","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_³²_Å»°Í_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_³²_Å»°Í_4.pal"
"¼ºÁ¦_³²_Å»°Í","5","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_³²_Å»°Í_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_³²_Å»°Í_5.pal"
"¼ºÁ¦_³²_Å»°Í","6","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_³²_Å»°Í_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_³²_Å»°Í_6.pal"
"¼ºÁ¦_³²_Å»°Í","7","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_³²_Å»°Í_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_³²_Å»°Í_7.pal"
"¼ºÁ¦_³²_Å»°Í","8","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_³²_Å»°Í_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_³²_Å»°Í_8.pal"
"¼ºÁ¦_¿©_Å»°Í","4","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_¿©_Å»°Í_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_¿©_Å»°Í_4.pal"
"¼ºÁ¦_¿©_Å»°Í","5","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_¿©_Å»°Í_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_¿©_Å»°Í_5.pal"
"¼ºÁ¦_¿©_Å»°Í","6","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_¿©_Å»°Í_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_¿©_Å»°Í_6.pal"
"¼ºÁ¦_¿©_Å»°Í","7","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_¿©_Å»°Í_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_¿©_Å»°Í_7.pal"
"¼ºÁ¦_¿©_Å»°Í","8","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_¿©_Å»°Í_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦_¿©_Å»°Í_8.pal"
"¼ºÁ¦À¶ÇÕ_³²","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦À¶ÇÕ_³²_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦À¶ÇÕ_³²_8.pal"
"¼ºÁ¦À¶ÇÕ_¿©","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦À¶ÇÕ_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÁ¦À¶ÇÕ_¿©_8.pal"
"¼ºÅõ»ç2_³²","2","1","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÅõ»ç2_³²_1.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÅõ»ç2_³²_2.pal"
"¼ºÅõ»ç2_³²","3","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÅõ»ç2_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÅõ»ç2_³²_3.pal"
"¼ºÅõ»ç2_¿©","2","1","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÅõ»ç2_¿©_1.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÅõ»ç2_¿©_2.pal"
"¼ºÅõ»ç2_¿©","3","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÅõ»ç2_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÅõ»ç2_¿©_3.pal"
"¼ºÅõ»ç_³²","2","1","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÅõ»ç_³²_1.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÅõ»ç_³²_2.pal"
"¼ºÅõ»ç_³²","3","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÅõ»ç_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÅõ»ç_³²_3.pal"
"¼ºÅõ»ç_¿©","2","1","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÅõ»ç_¿©_1.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÅõ»ç_¿©_2.pal"
"¼ºÅõ»ç_¿©","3","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÅõ»ç_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¼ºÅõ»ç_¿©_3.pal"
"½´¶ó¾ËÆÄÄ«_³²","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½´¶ó¾ËÆÄÄ«_³²_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½´¶ó¾ËÆÄÄ«_³²_8.pal"
"½´¶ó¾ËÆÄÄ«_¿©","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½´¶ó¾ËÆÄÄ«_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½´¶ó¾ËÆÄÄ«_¿©_8.pal"
"½´ÆÛ³ëºñ½ºÆ÷¸µ_³²","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½´ÆÛ³ëºñ½ºÆ÷¸µ_³²_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½´ÆÛ³ëºñ½ºÆ÷¸µ_³²_8.pal"
"½´ÆÛ³ëºñ½ºÆ÷¸µ_¿©","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½´ÆÛ³ëºñ½ºÆ÷¸µ_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½´ÆÛ³ëºñ½ºÆ÷¸µ_¿©_8.pal"
"½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_³²","4","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_³²_4.pal"
"½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_³²","5","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_³²_5.pal"
"½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_³²","6","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_³²_6.pal"
"½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_³²","7","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_³²_7.pal"
"½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_³²","8","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_³²_8.pal"
"½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_¿©","4","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_¿©_4.pal"
"½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_¿©","5","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_¿©_5.pal"
"½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_¿©","6","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_¿©_6.pal"
"½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_¿©","7","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_¿©_7.pal"
"½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_¿©","8","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\½ÅÆäÄÚÅ©·ç¼¼ÀÌ´õ_¿©_8.pal"
"¾ÆÅ©ºñ¼ó¾ËÆÄÄ«_³²","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¾ÆÅ©ºñ¼ó¾ËÆÄÄ«_³²_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¾ÆÅ©ºñ¼ó¾ËÆÄÄ«_³²_8.pal"
"¾ÆÅ©ºñ¼ó¾ËÆÄÄ«_¿©","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¾ÆÅ©ºñ¼ó¾ËÆÄÄ«_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¾ÆÅ©ºñ¼ó¾ËÆÄÄ«_¿©_8.pal"
"¿©¿ì¸¶¹ý»ç_³²","5","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¸¶¹ý»ç_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¸¶¹ý»ç_³²_5.pal"
"¿©¿ì¸¶¹ý»ç_³²","6","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¸¶¹ý»ç_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¸¶¹ý»ç_³²_6.pal"
"¿©¿ì¸¶¹ý»ç_³²","7","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¸¶¹ý»ç_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¸¶¹ý»ç_³²_7.pal"
"¿©¿ì¸¶¹ý»ç_³²","8","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¸¶¹ý»ç_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¸¶¹ý»ç_³²_8.pal"
"¿©¿ì¸¶¹ý»ç_¿©","5","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¸¶¹ý»ç_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¸¶¹ý»ç_¿©_5.pal"
"¿©¿ì¸¶¹ý»ç_¿©","6","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¸¶¹ý»ç_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¸¶¹ý»ç_¿©_6.pal"
"¿©¿ì¸¶¹ý»ç_¿©","7","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¸¶¹ý»ç_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¸¶¹ý»ç_¿©_7.pal"
"¿©¿ì¸¶¹ý»ç_¿©","8","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¸¶¹ý»ç_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¸¶¹ý»ç_¿©_8.pal"
"¿©¿ì¼¼ÀÌÁö_³²","5","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼¼ÀÌÁö_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼¼ÀÌÁö_³²_5.pal"
"¿©¿ì¼¼ÀÌÁö_³²","6","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼¼ÀÌÁö_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼¼ÀÌÁö_³²_6.pal"
"¿©¿ì¼¼ÀÌÁö_³²","7","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼¼ÀÌÁö_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼¼ÀÌÁö_³²_7.pal"
"¿©¿ì¼¼ÀÌÁö_³²","8","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼¼ÀÌÁö_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼¼ÀÌÁö_³²_8.pal"
"¿©¿ì¼¼ÀÌÁö_¿©","4","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼¼ÀÌÁö_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼¼ÀÌÁö_¿©_4.pal"
"¿©¿ì¼¼ÀÌÁö_¿©","5","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼¼ÀÌÁö_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼¼ÀÌÁö_¿©_5.pal"
"¿©¿ì¼¼ÀÌÁö_¿©","6","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼¼ÀÌÁö_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼¼ÀÌÁö_¿©_6.pal"
"¿©¿ì¼¼ÀÌÁö_¿©","7","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼¼ÀÌÁö_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼¼ÀÌÁö_¿©_7.pal"
"¿©¿ì¼¼ÀÌÁö_¿©","8","3","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼¼ÀÌÁö_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼¼ÀÌÁö_¿©_8.pal"
"¿©¿ì¼Ò¼­·¯_³²","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼Ò¼­·¯_³²_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼Ò¼­·¯_³²_8.pal"
"¿©¿ì¼Ò¼­·¯_¿©","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼Ò¼­·¯_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¼Ò¼­·¯_¿©_8.pal"
"¿©¿ì¿ö·Ï_³²","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¿ö·Ï_³²_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¿ö·Ï_³²_8.pal"
"¿©¿ì¿ö·Ï_¿©","8","7","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¿ö·Ï_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ì¿ö·Ï_¿©_8.pal"
"¿©¿ìÀ§Àúµå_³²","5","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ìÀ§Àúµå_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ìÀ§Àúµå_³²_5.pal"
"¿©¿ìÀ§Àúµå_³²","6","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ìÀ§Àúµå_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ìÀ§Àúµå_³²_6.pal"
"¿©¿ìÀ§Àúµå_³²","7","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ìÀ§Àúµå_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ìÀ§Àúµå_³²_7.pal"
"¿©¿ìÀ§Àúµå_³²","8","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ìÀ§Àúµå_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ìÀ§Àúµå_³²_8.pal"
"¿©¿ìÀ§Àúµå_¿©","5","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ìÀ§Àúµå_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ìÀ§Àúµå_¿©_5.pal"
"¿©¿ìÀ§Àúµå_¿©","6","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ìÀ§Àúµå_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ìÀ§Àúµå_¿©_6.pal"
"¿©¿ìÀ§Àúµå_¿©","7","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ìÀ§Àúµå_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ìÀ§Àúµå_¿©_7.pal"
"¿©¿ìÀ§Àúµå_¿©","8","4","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ìÀ§Àúµå_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\¿©¿ìÀ§Àúµå_¿©_8.pal"
